ID X y Forma Profundidad Ancho Largo Planta Volumen Escalon Lajas Edad Sexo Posición MIEM Deformacion Orientacion Pigmento Mocasin Canasto Ollas Cuencos Jarras Cantaro Total_ceramicas GDT Pisba Agujas Cuenta_hueso Cuentas_dientes Fauna Lanzadera Punzon Volantes Piedras_verdes Cuentas_piedra Cuentas_zoomorfas Cantos Conchas_rect Cuentas_discoides_concha Cuentas_rectangulares_concha Cuentas_alargadas_concha Cuentas_tubulares_concha Cuentas_conicas_concha Cuentas_punta_caracol Cuentas_coma_concha Total_cuentas_concha OV Cuentas_oro Lamina_oro Tejuelos_oro Total_objetos Numero_categorias Importados Ubicación_ajuar
Tumba_106 26.90 53.75 Rectangular 0.66 0.50 0.76 0.38 0.25 0 0 1 NA Extendido_dorsal bepe 0 55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA
Tumba_107 31.20 52.00 Rectangular 0.74 0.80 1.68 1.34 0.99 1 0 NA NA Extendido_dorsal bepx 0 168 0 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 Cabeza
Tumba_108 33.10 52.30 Circular 0.82 0.30 0.42 0.13 0.10 0 0 NA NA NA NA 0 NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA
Tumba_109 39.20 53.35 Rectangular 0.89 0.84 1.66 1.39 1.24 1 0 7 Femenino Extendido_dorsal bepe 0 95 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA
Tumba_110 42.50 51.60 Rectangular 0.61 0.53 1.84 0.98 0.59 1 0 6 Femenino Extendido_dorsal bxpx 1 191 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA
Tumba_111 42.90 51.70 Rectangular 0.87 0.92 1.85 1.70 1.48 1 0 4 Femenino Extendido_dorsal bepe 0 102 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA
Tumba_112 46.15 56.50 Rectangular 1.13 0.94 1.70 1.60 1.81 1 0 NA Femenino Extendido_dorsal bepe 0 70 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA
Tumba_115 46.00 59.75 Rectangular 0.84 0.83 2.10 1.74 1.46 0 0 5 Masculino Extendido_dorsal bepe 0 175 0 1 0 0 1 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 1 Pies
Tumba_116 44.00 58.75 Rectangular 0.56 0.23 1.10 0.25 0.14 1 0 1 NA Extendido_dorsal bepe 0 175 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 46 0 0 0 0 0 0 46 1 0 0 0 2 2 2 Tronco
Tumba_117 52.70 56.80 Rectangular 1.05 0.85 2.20 1.87 1.96 0 0 5 Masculino Extendido_dorsal bepe 0 95 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA
